date,log_return,vix,vix_jpm_corr_20
2019-01-08,-0.0018874490280205,20.47,-0.14754151996831935
2019-01-09,-0.00169179519876,19.98,-0.17632586793247182
2019-01-10,-9.960655419365843e-05,19.5,-0.1952661314848618
2019-01-11,-0.004792819958508,18.19,-0.15196424636704675
2019-01-14,0.010256500167189,19.07,-0.18326908855351032
2019-01-15,0.0073043459690824,18.6,-0.2209297120156671
2019-01-16,0.0080321716972642,19.04,-0.23918002825460735
2019-01-17,0.0040891888350805,18.06,-0.233743338331973
2019-01-18,0.0160959573526335,17.8,-0.25730720896195786
2019-01-22,-0.0159016505415684,20.8,-0.19212685263543458
2019-01-23,-0.0025289382216687,19.52,-0.07041359470799317
2019-01-24,0.0005841690361819,18.89,0.2451476170435062
2019-01-25,0.0063067205594798,17.42,-0.06475266481181591
2019-01-28,0.0047281411959458,18.87,-0.18623215999850848
2019-01-29,0.0027877932018098,19.13,-0.1504158020358535
2019-01-30,0.0023012763056614,17.66,-0.22464902512426438
2019-01-31,-0.0087538435965951,16.57,-0.27825707257763793
2019-02-01,0.0036647740891239,16.14,0.12214741296569198
2019-02-04,0.0035554738843632,15.73,-0.28427297345259567
2019-02-05,-0.004422233701713,15.57,-0.17687840567962454
2019-02-06,-0.0004818580539436,15.38,-0.10690724885030102
2019-02-07,-0.0131963878938169,16.37,0.03324460757687488
2019-02-08,-0.0100128450165535,15.72,0.1312133350579831
2019-02-11,-0.0047468443562195,15.97,0.17490823015066925
2019-02-12,0.0169062410800049,15.43,-0.021868157680656065
2019-02-13,0.0047644603716241,15.65,-0.07751305180303375
2019-02-14,-0.0065203870738891,16.22,-0.10738656023429591
2019-02-15,0.0301027682599252,14.91,-0.2756486204425289
2019-02-19,-0.0035116061331313,14.88,-0.29565422294664584
2019-02-20,0.0048371128600578,14.02,-0.14589397534472406
2019-02-21,-0.0020837287327331,14.46,-0.08673512686030918
2019-02-22,-0.0044662021309994,13.51,-0.02463957274371945
2019-02-25,0.0104216954624141,14.85,-0.09051605569695084
2019-02-26,-0.0076635977512693,15.17,-0.13024856708071383
2019-02-27,-0.0012354480069875,14.7,-0.2058404287065307
2019-02-28,-0.0076365395931526,14.78,-0.2408557502160785
2019-03-01,0.0006705302229296,13.57,-0.16477799283912886
2019-03-04,-0.002300835067365,14.63,-0.18495856234404245
2019-03-05,-0.0007681229374308,14.74,-0.20273173193491567
2019-03-06,-0.0037530718161979,15.74,-0.20302161385931114
2019-03-07,-0.0072572770018042,16.59,-0.2486799567658318
2019-03-08,0.0003883872269425,16.05,-0.15492101802475786
2019-03-11,0.0129245626276076,14.33,-0.1615370178203594
2019-03-12,-0.0029751929427588,13.77,-0.08569877184252198
2019-03-13,0.0033584448397561,13.41,-0.1665783449915011
2019-03-14,0.0090593286350363,13.5,-0.24458338199536162
2019-03-15,0.0114211444893827,12.88,-0.26442996929925466
2019-03-18,0.0059886021588019,13.1,-0.513908507037845
2019-03-19,-0.0036450341773337,13.56,-0.45989827872444994
2019-03-20,-0.0215794858736827,13.91,-0.29120960745360897
2019-03-21,-0.0159123855094729,13.63,-0.20046310966886174
2019-03-22,-0.0306987537711576,16.48,-0.41854749626768945
2019-03-25,-0.0083547720366498,16.33,-0.46661033608348756
2019-03-26,0.009957336482191,14.68,-0.43443423378806495
2019-03-27,-0.0034085246032855,15.15,-0.43450076774383267
2019-03-28,0.0112837584460165,14.43,-0.42111166310224984
2019-03-29,0.0051500559506072,13.71,-0.43273826128095605
2019-04-01,0.0331307320982281,13.4,-0.4679526268723517
2019-04-02,0.0047669076824133,13.36,-0.4716680674190392
2019-04-03,0.0019953448588959,13.74,-0.46942526960905945
2019-04-04,0.0019913713849254,13.58,-0.4592286963648059
2019-04-05,-0.0023711302426175,12.82,-0.46294761601349765
2019-04-08,0.0032233626695599,13.18,-0.49099240195626287
2019-04-09,-0.0074102562157519,14.28,-0.4988638588558231
2019-04-10,0.0044717262089294,13.3,-0.5006497744847912
2019-04-11,0.0084133407366788,13.02,-0.506698648802353
2019-04-12,0.0458137510388285,12.01,-0.5955483558269411
2019-04-15,-0.0114855433982362,12.32,-0.5015058910507655
2019-04-16,0.01049593421307,12.18,-0.515464152611139
2019-04-17,0.0283958741551807,12.6,-0.5645732231101499
2019-04-18,-0.0073762189023439,12.09,-0.5107933613050331
2019-04-22,0.0012331543886297,12.42,-0.30979676416995894
2019-04-23,0.0012316355916026,12.28,-0.1806945299209765
2019-04-24,-0.0016718733270861,13.14,-0.21282611962700893
2019-04-25,0.0005282620302456,13.25,-0.15509565372346626
2019-04-26,0.0075412493485717,12.73,-0.2161951534896707
2019-04-29,0.0143113592260442,13.11,-0.20868291024973795
2019-04-30,-0.0006030064359831,13.12,-0.32860441204216356
2019-05-01,-0.0076986669764709,14.8,-0.3911738561277967
2019-05-02,0.0021685396883383,14.42,-0.37348853586876896
2019-05-03,0.0061331337241157,12.87,-0.3719477004582043
2019-05-06,-0.0089097081760293,15.44,-0.4390017966252117
2019-05-07,-0.0164699298903817,19.32,-0.5059847452962427
2019-05-08,-0.0053139793810837,19.4,-0.4746115909494222
2019-05-09,-0.000799538087278,19.1,-0.4457412660316001
2019-05-10,-8.887703867544322e-05,16.04,-0.44248575570756105
2019-05-13,-0.0275742826141085,20.55,-0.5883372100404909
2019-05-14,0.0079174095161743,18.06,-0.5825107263076682
2019-05-15,-0.0038143720754705,16.44,-0.5651792178180227
2019-05-16,0.0127482400955587,15.29,-0.5272580494446785
2019-05-17,-0.0048631219762929,15.96,-0.5954187189273338
2019-05-20,0.0052224141745351,16.31,-0.5835473229469103
2019-05-21,0.0034068528558699,14.95,-0.5986775762462677
2019-05-22,-0.008177983120043,14.75,-0.593675910604821
2019-05-23,-0.0198675996288175,16.92,-0.5900526482158747
2019-05-24,0.0098008570190135,15.85,-0.5513318436476501
2019-05-28,-0.0109060330386685,17.5,-0.5035962422288298
2019-05-29,-0.0027682955761417,17.9,-0.5076686547371798
2019-05-30,-0.0107767672493539,17.3,-0.5462756820058333
2019-05-31,-0.0103277605613664,18.71,-0.5473037061168403
2019-06-03,0.0047076633407423,18.86,-0.43846496881884667
2019-06-04,0.0303446038862179,16.97,-0.4136626516900244
2019-06-05,0.0035475545460232,16.09,-0.37493417754014047
2019-06-06,0.0021768716079401,15.93,-0.37648560275494086
2019-06-07,-0.0110236619446549,16.3,-0.3766526994614133
2019-06-10,0.0107518120041471,15.94,-0.3949236450264288
2019-06-11,0.0030766470744404,15.99,-0.1491813209451668
2019-06-12,-0.0128212713360712,15.91,-0.1670765779639884
2019-06-13,0.0024678957729214,15.82,-0.1737313228975211
2019-06-14,0.0025528824951512,15.28,-0.12942160129555985
2019-06-17,-0.0054784651267188,15.35,-0.11346196115256939
2019-06-18,0.0135499731473678,15.15,-0.17243557002035417
2019-06-19,-0.0072523207905664,14.33,-0.09404230504921
2019-06-20,0.0025442994188765,14.75,-0.15876232437725818
2019-06-21,-0.0068296946254453,15.4,-0.0960411910343142
2019-06-24,-0.0071527127508632,15.26,-0.051911880582874076
2019-06-25,-0.0083172090212683,16.28,-0.00012706054178570925
2019-06-26,0.0066592920899767,16.21,0.02253975581241251
2019-06-27,0.0033130897229601,15.82,0.08567893750148002
2019-06-28,0.0268326468059532,15.08,0.15284652130299925
2019-07-01,0.0166759230678464,14.06,0.017677263661554195
2019-07-02,0.0010550379033853,12.93,-0.21310275627041378
2019-07-03,-0.0086488933804005,12.57,-0.040365165368012504
2019-07-05,0.0059210990012174,13.28,-0.08061536915284034
2019-07-08,-0.0054780133455124,13.96,0.028575106770527336
2019-07-09,0.0042436629860029,14.09,-0.028159391006900913
2019-07-10,-0.0029155827518406,13.03,-0.003144438077906434
2019-07-11,0.0095104626663326,12.93,0.01841300347386931
2019-07-12,0.0104621704069834,12.39,-0.05983059210836982
2019-07-15,-0.0122165568218767,12.68,0.042203127150270685
2019-07-16,0.0106541921259759,12.86,0.030844220003642318
2019-07-17,-0.0098643373304252,13.97,-0.009794081621168748
2019-07-18,0.0059477128015259,13.53,-0.009700340013134067
2019-07-19,-0.0099032403076328,14.45,-0.03065405709909658
2019-07-22,0.006408871416042,13.53,0.010583800689383223
2019-07-23,0.0181247644683786,12.61,-0.01329119842292225
2019-07-24,0.004031053102056,12.07,0.1254550128823364
2019-07-25,-0.0096328258408109,12.74,0.15289216717801538
2019-07-26,0.0043978857587134,12.16,0.17052197178661585
2019-07-29,-0.0031886957685743,12.83,-0.13321636567848272
2019-07-30,-0.0022468035722092,13.94,-0.3017626181359533
2019-07-31,0.0035407438001886,16.12,-0.1651698393232588
2019-08-01,-0.026733486861674,17.87,-0.5689504076450752
2019-08-02,-8.85465091117068e-05,17.61,-0.47367296457168306
2019-08-05,-0.0302045433182771,24.59,-0.6800632512212964
2019-08-06,0.0078182216417375,20.17,-0.5423460824208698
2019-08-07,-0.0219728697301459,19.49,-0.6001710760330781
2019-08-08,0.0167978615855808,16.91,-0.5130310947344767
2019-08-09,-0.001092896283645,17.97,-0.47972168129989684
2019-08-12,-0.0189500657344115,21.09,-0.5749994646441992
2019-08-13,0.0152984275704354,17.52,-0.49604972305926226
2019-08-14,-0.0424085215799115,22.1,-0.6055948088878462
2019-08-15,0.0038095284166676,21.18,-0.5371033127823825
2019-08-16,0.0236719676397885,18.47,-0.48725668437738
2019-08-19,0.0089645256316973,16.88,-0.47313272695873154
2019-08-20,-0.0127779516360594,17.5,-0.42303991189105217
2019-08-21,0.0027917382732649,15.8,-0.4204051391571815
2019-08-22,0.0102621896305874,16.68,-0.4866205336302022
2019-08-23,-0.0251480142832283,19.87,-0.5085419190530096
2019-08-26,0.0079853869771453,19.32,-0.5428480783442782
2019-08-27,-0.0106298917295012,20.31,-0.5966256567336241
2019-08-28,0.0099746757187904,19.35,-0.5784585630400604
2019-08-29,0.0224062701979132,17.88,-0.6511656805043453
2019-08-30,0.0058426311904667,18.98,-0.6545745697262206
2019-09-03,-0.0119038123878605,19.66,-0.5904508240812462
2019-09-04,0.0119948331861758,17.33,-0.6369022586006009
2019-09-05,0.0224991492070213,16.27,-0.6671351507968017
2019-09-06,0.002133523789123,15.0,-0.5951485746509729
2019-09-09,0.024473832365065,15.27,-0.6382088576228498
2019-09-10,0.0126578518710663,15.2,-0.6039992519724854
2019-09-11,0.0027343433254452,14.61,-0.5606474210693929
2019-09-12,0.006125072318071,14.22,-0.3685955163738352
2019-09-13,0.0194849533982358,13.74,-0.43570551335147917
2019-09-16,-0.0089394471417363,14.67,-0.41588553344566975
2019-09-17,-0.0049636243751024,14.44,-0.35546157514281673
2019-09-18,0.0099862366413939,13.95,-0.3578984098838055
2019-09-19,-0.0031780573708691,14.05,-0.3098976176448699
2019-09-20,-0.0040288790437675,15.32,-0.2890772037582118
2019-09-23,-0.0001682227272872,14.91,-0.11489624620029631
2019-09-24,-0.0131241035339166,17.05,-0.1656585773297884
2019-09-25,0.0056941470301323,15.96,-0.02846489058906446
2019-09-26,-0.0082543122789899,16.07,-0.08678531983953598
2019-09-27,0.0058786111785971,17.22,-0.20352467032814894
2019-09-30,-0.000254874475701,16.24,-0.26152056376097965
2019-10-01,-0.0183507121691811,18.56,-0.2873942857351152
2019-10-02,-0.0201055723572462,20.56,-0.5290525256038332
2019-10-03,-0.0094039018062701,19.12,-0.627842630172194
2019-10-04,0.021428446566718,17.04,-0.5178481009468048
2019-10-07,-0.002183502330466,17.86,-0.5332503808793946
2019-10-08,-0.0225483711946262,20.28,-0.6119352914791794
2019-10-09,0.007217674461106,18.64,-0.5375996819957688
2019-10-10,0.0139307490029105,17.57,-0.46464426255004204
2019-10-11,0.0167575008813882,15.58,-0.4051055460059629
2019-10-14,0.0026656363864461,14.57,-0.4607141572093353
2019-10-15,0.0296963575504583,13.54,-0.5856585869463052
2019-10-16,-0.0023368396546411,13.68,-0.5229714491603578
2019-10-17,0.0055826500029136,13.79,-0.562071276474181
2019-10-18,0.0017433900891591,14.25,-0.5666407291924856
2019-10-21,0.0244983781163791,14.0,-0.6197978814886986
2019-10-22,0.009986392085144,14.46,-0.6327783390938019
2019-10-23,0.0026409522772379,14.01,-0.6123997905153731
2019-10-24,-0.0007195682900927,13.71,-0.590473269971291
2019-10-25,0.007966265342492,12.65,-0.5896368956941491
2019-10-28,0.0038013825771779,13.11,-0.5714885166570897
2019-10-29,-0.0006325611027718,13.2,-0.49787154222167324
2019-10-30,-0.0055520447187165,12.33,-0.28894856304177463
2019-10-31,-0.006463218190212,13.22,-0.15122919476471045
2019-11-01,0.0227930095285565,12.3,-0.3055057075603019
2019-11-04,0.0079495391753101,12.83,-0.27642163631875866
2019-11-05,0.0021712167338522,13.1,0.16172028502117516
2019-11-06,0.0015479879252151,12.62,0.23796572673914454
2019-11-07,0.0053991646777706,12.73,0.17556005545218784
2019-11-08,0.0029188130408107,12.07,0.06464965861226257
2019-11-11,-0.0035343870830255,12.69,0.13893677222392287
2019-11-12,-0.0058669305232932,12.68,0.13251755217574163
2019-11-13,-0.0052786956916229,13.0,0.1732764883519159
2019-11-14,0.0009335616050675,13.05,0.16576267140336423
2019-11-15,0.0072057027386457,12.05,0.1536475062833794
2019-11-18,0.0083798299323463,12.46,-0.1083435105436816
2019-11-19,-0.0003062787160236,12.86,-0.3220150973475977
2019-11-20,-0.007301827146536,12.78,-0.3801678739454617
2019-11-21,0.0023116052826936,13.13,-0.3833166074121339
2019-11-22,0.0065971396064159,12.34,-0.4021536503166772
2019-11-25,0.0053378195977665,11.87,-0.43272124932675576
2019-11-26,0.0013679892694245,11.54,-0.34955555134509975
2019-11-27,0.002957572398173,11.75,-0.3744300453328521
2019-11-29,-0.0022742788970404,12.62,-0.3096844080968497
2019-12-02,-0.0022033971608719,14.91,-0.3500259057220934
2019-12-03,-0.0129379795154905,15.96,-0.6392810441297523
2019-12-04,0.0195336593908909,14.8,-0.2129749967852224
2019-12-05,0.0054257857298279,14.52,-0.15900967044986042
2019-12-06,0.0147708765339053,13.62,-0.09263740236645644
2019-12-09,-0.00467620076459,15.86,-0.16627112115282652
2019-12-10,0.0006693689588368,15.68,-0.18263902248712077
2019-12-11,-0.0023820169071517,14.99,-0.24201505183833888
2019-12-12,0.0282164200577137,13.94,-0.1677769274790298
2019-12-13,-0.0088055002604331,12.63,-0.12341308009603537
2019-12-16,0.0038665012605076,12.14,-0.10564246106394647
2019-12-17,0.0060975798681185,12.29,-0.09871561114583727
2019-12-18,-0.0010136848308462,12.58,-0.09234268969684353
2019-12-19,-0.0050110856885198,12.5,-0.09076352569839556
2019-12-20,-0.0008011945510338,12.51,-0.07730918640333537
2019-12-23,-0.0002915026984642,12.61,-0.05195992976850896
2019-12-24,0.0027658508060834,12.67,-0.03600167877357194
2019-12-26,0.0105560954192137,12.65,-0.07381963316790041
2019-12-27,0.0007189589784132,13.43,-0.07382978023387209
2019-12-30,-0.0036721069452104,14.82,-0.12376645976699181
2019-12-31,0.0055389847761389,13.78,-0.10175538181366128
2020-01-02,0.0120504862986428,12.47,0.023778429451019677
2020-01-03,-0.0196835614526276,14.02,-0.12839429239857106
2020-01-06,-0.0007954586961728,13.85,-0.15257170524446118
2020-01-07,-0.0171468211838826,13.79,-0.18394953206537276
2020-01-08,0.0077707304005336,13.45,-0.14124748728895437
2020-01-09,0.0036445845430283,12.54,-0.17257060872272353
2020-01-10,-0.0100179990331782,12.56,-0.10970692755112409
2020-01-13,0.0082702560890177,12.32,-0.4005350172239296
2020-01-14,0.0115943327809194,12.39,-0.46905029215734906
2020-01-15,-0.0150990092653687,12.42,-0.3555915614339735
2020-01-16,0.0038690415823045,12.32,-0.3458416176717666
2020-01-17,0.0068978309439293,12.1,-0.37930612877499237
2020-01-21,-0.0098895512241655,12.85,-0.38357564898304713
2020-01-22,-0.0011699328623128,12.91,-0.3892417084638729
2020-01-23,-0.0010248152569569,12.98,-0.3922273031906236
2020-01-24,-0.0251412997301928,14.56,-0.516626521166701
2020-01-27,-0.0084471427688315,18.23,-0.39006784121570687
2020-01-28,0.0180144479750515,16.28,-0.1583638465284402
2020-01-29,-0.0014888709666167,16.39,-0.13996377753012398
2020-01-30,0.0122909884328612,15.49,-0.0689985205947709
2020-01-31,-0.0263202518789944,18.84,-0.25854617887386805
2020-02-03,0.0076017375808916,17.97,-0.1723865181961293
2020-02-04,0.0142934019809656,16.05,-0.1113008325884235
2020-02-05,0.0168576258244562,15.15,-0.10378875568276481
2020-02-06,0.0001453488374652,14.96,-0.09215080471237089
2020-02-07,-0.0032025647868748,15.47,-0.08609845054349609
2020-02-10,0.0041468176262367,15.04,-0.12895617612198035
2020-02-11,0.0018858350406525,15.18,-0.09433224658292547
2020-02-12,0.0,13.74,-0.03679252732156881
2020-02-13,-0.0008699435085401,14.15,-0.1290503875548422
2020-02-14,-0.0030507759552053,13.68,-0.09925873907277102
2020-02-18,-0.0133286484360214,14.83,-0.03584786367811768
2020-02-19,0.0135468699317047,14.38,-0.13133632045926014
2020-02-20,0.0,15.56,-0.15027665318861394
2020-02-21,-0.0122943370731655,17.08,-0.2164035017987148
2020-02-24,-0.0272435403433089,25.03,-0.5785352864344652
2020-02-25,-0.0456700368331883,27.85,-0.7605171936433538
